id,gender,age,educstat,educstatgroup,birthreg,growup,birthpatreg,educstatpat,edustatpatgroup,educstatmat,educstatmatgroup,workstat,retireddummy,hhsize,hhsizegroup,lifestyle,voteintparty2,voteintparty,turnout,voteintakp,voteintchp,voteintmhp,voteintbdp,voteintRL,voteint4major,voteint4major2,affiliat,affliatngo,affiliatparty,affiliatchamb,minrights,warenem,usearm,politban,instbest,tradlifeforce,freedomseparat,patrcitizen,lifestylecompare,interethmarriage,minschool,turkeyleader,badhabits,privresp,alcoholsalat,obstructtransport,leaderjeernew,leaderjeer,preg,intermarry,polapol,libcons,leftright,authanti,secularanti,outin,pacmil,egalelit,nationalist,globloc,europas,headcover,ethnicity,ethnicdummy,religion,religdummy,religiosity,hhincome,loghhincome,region,resarea,resarearural,incomebrac,gini2011pers,gini2012pers,gini2013pers,gini2014pers,gini2011hh,gini2012hh,gini2013hh,gini2014hh,sedi,factor1,factor2,factor3,factor4,socialorder,useofforce,p1,p2,p3,p4,p5
277,Female,30,Literate w/out degree,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Literate w/out degree,Under high school,Illiterate,Under high school,Housewife,Working,7,6-8 persons,Traditional conservative,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Wrong,Neither right nor wrong,Wrong,Wrong,Wrong,Right,Right,Absolutely right,Wrong,Absolutely right,Wrong,Right,Wrong,Absolutely Wrong,Absolutely Right,Absolutely right,Absolutely right,Absolutely right,Political - Describes me very well,Conservative - Describes me well,Left-winger - Describes me well,Anti-authoritarian - Describes me well,No opinion,,,,,,,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Believer,700,6.5510802,Southeastern Anatolia,Urban,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-1.043119,-.68376267,-.27286506,-1.1297426,45.366695,37.17979,.13406268,.020130988,.00064160797,.79029036,.054874361
278,Female,24,University graduate,University,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,"Unemployed, seeking job",Working,4,3-5 persons,Modern,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Affiliated,Affiliated,Not Affiliated,Not Affiliated,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely right,Absolutely Wrong,Absolutely right,Absolutely Wrong,Absolutely right,Absolutely Right,Absolutely right,Absolutely right,Absolutely right,Political - Describes me very well,No opinion,Left-winger - Describes me very well,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me very well,No opinion,No head cover,Other,Non-Kurdish,Other,Others,,1500,7.3132205,Southeastern Anatolia,Metropolitan,Others,Lower middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-2.6158683,-.28456664,-.78901362,-2.5726278,35.849113,13.769426,,,,,
279,Male,44,High school graduate,High school,Eastern Marmara,Others,Eastern Marmara,Secondary school graduate,Under high school,Secondary school graduate,Under high school,Small retailer,Working,4,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Neither right nor wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Apolitical - Describes me well,Conservative - Describes me well,Right-winger - Describes me very well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,Universal - Describes me well,Asian - Describes me well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,1500,7.3132205,Eastern Marmara,Urban,Others,New middle,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.53087187,-.013394445,.32153216,.48453858,56.327152,63.371014,.45999241,.23664105,.18228319,.0048778872,.11620549
280,Female,39,,,Western Anatolia,Rural,Western Anatolia,Primary school graduate,Under high school,Literate w/out degree,Under high school,Housewife,Working,4,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Wrong,Right,Neither right nor wrong,Neither right nor wrong,Right,Right,Neither right nor wrong,Wrong,Wrong,Right,Wrong,Neither right nor wrong,Wrong,Right,Neither Right Nor Wrong,Neither right nor wrong,Wrong,Right,Political - Describes me well,Conservative - Describes me well,No opinion,Authoritarian - Describes me very well,Secular - Describes me very well,Self-enclosed - Describes me very well,Pacifist - Describes me very well,No opinion,Nationalist - Describes me well,Local - Describes me well,Asian - Describes me well,Hijab,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1750,7.467371,Western Anatolia,Metropolitan,Others,Lower middle,.37400001,.36899999,.396,.39500001,.36399999,.35699999,.38800001,.39300001,5.5275002,-.76486993,-.064764574,.24202907,-.88217008,54.861145,41.196587,,,,,
281,Male,43,Illiterate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Worker,Working,9,9+ persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Right,Absolutely Wrong,Absolutely Wrong,Right,Right,No opinion,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me very well,No opinion,No opinion,Pacifist - Describes me very well,No opinion,Nationalist - Describes me very well,No opinion,No opinion,Head scarf,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,,,Southeastern Anatolia,Urban,Others,,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.74191183,.92227906,1.2555418,.63848388,73.549934,65.868729,,,,,
282,Female,28,University graduate,University,Central ANatolia,Rural,Central ANatolia,Secondary school graduate,Under high school,Primary school graduate,Under high school,Private sector,Working,2,1-2 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Affiliated,Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Absolutely Wrong,Absolutely Wrong,Right,Right,Right,Right,Political - Describes me very well,Liberal - Describes me very well,Left-winger - Describes me well,No opinion,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,No opinion,Universal - Describes me very well,European - Describes me very well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,3000,8.0063677,Eastern Marmara,Urban,Others,Upper class,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,-1.2380024,-.98671097,-.96580327,-1.2257183,32.58918,35.622627,.073983215,.63249809,.045647789,.019428072,.22844282
283,Male,64,Primary school graduate,Under high school,Mediterranean,Rural,Mediterranean,Literate w/out degree,Under high school,Illiterate,Under high school,Retired,Retired,2,1-2 persons,Traditional conservative,MHP,MHP,Voter,No,No,Yes,No,Center-Right,MHP,MHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Absolutely Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Absolutely Wrong,Neither right nor wrong,Political - Describes me well,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me well,Secular - Describes me well,Self-enclosed - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me very well,Local - Describes me very well,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,2000,7.6009026,Western Anatolia,Metropolitan,Others,Upper class,.37400001,.36899999,.396,.39500001,.36399999,.35699999,.38800001,.39300001,5.5275002,.46803463,-.34826785,.43758157,.28024092,58.46706,60.056347,.71645916,.08491312,.083157524,.0046217428,.11084847
284,Female,23,High school graduate,High school,Eastern Marmara,Others,Aegean,University graduate,University,High school graduate,High school,Private sector,Working,3,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Right,Neither right nor wrong,Right,Neither right nor wrong,Right,Neither right nor wrong,Wrong,Neither right nor wrong,Neither right nor wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Apolitical - Describes me very well,Conservative - Describes me very well,Right-winger - Describes me well,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,2000,7.6009026,Eastern Marmara,Urban,Others,Lower middle,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,-.06995251,.98495811,.79409504,-.040894214,65.041031,54.846027,.62897754,.11044207,.096735202,.0035920658,.16025311
285,Male,33,High school graduate,High school,Middle Eastern Anatolia,Others,Middle Eastern Anatolia,Primary school graduate,Under high school,Illiterate,Under high school,Student,Working,5,3-5 persons,Modern,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely right,Absolutely Wrong,Absolutely Wrong,Absolutely Right,Absolutely right,Absolutely right,Absolutely right,Political - Describes me very well,No opinion,Left-winger - Describes me very well,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me well,No opinion,Bachelor man,,,,,Non-believer,1000,6.9077554,Southeastern Anatolia,Metropolitan,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-2.886126,-1.1678001,-1.4840294,-2.8021474,23.033295,10.04555,,,,,
286,Male,30,Illiterate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Worker,Working,9,9+ persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Absolutely Wrong,Absolutely Wrong,Right,Right,No opinion,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me very well,No opinion,Pacifist - Describes me very well,No opinion,Nationalist - Describes me very well,No opinion,No opinion,Head scarf,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,,,Southeastern Anatolia,Urban,Others,,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.85857546,.49656868,.96213448,.73337662,68.13961,67.408333,,,,,
287,Male,31,High school graduate,High school,Western Black Sea,Others,Western Black Sea,Primary school graduate,Under high school,Primary school graduate,Under high school,Small retailer,Working,3,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Political - Describes me well,Liberal - Describes me well,Right-winger - Describes me very well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,No opinion,Asian - Describes me well,Head scarf,Other,Non-Kurdish,Sunni Muslim,Others,Believer,5000,8.5171928,Eastern Marmara,Urban,Others,Upper class,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,1.110884,-.36475086,.39917338,.91574609,57.758827,70.367226,.39383346,.19736181,.30844337,.001242321,.099119045
288,Female,29,Primary school graduate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,4,3-5 persons,Religious conservative,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Absolutely right,Right,Right,Absolutely Wrong,Neither right nor wrong,Right,Absolutely right,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely right,Neither right nor wrong,Absolutely right,Right,Right,Absolutely Right,Absolutely right,Right,Absolutely right,No opinion,Conservative - Describes me well,Left-winger - Describes me very well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me well,No opinion,Universal - Describes me well,European - Describes me well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,900,6.8023949,Southeastern Anatolia,Urban,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.6918149,.71509826,-.53678757,.97402209,40.500065,71.312737,.59888411,.026294839,.0069161998,.27015522,.097749621
289,Female,57,Primary school graduate,Under high school,Aegean,Rural,Aegean,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,3,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Right,Neither right nor wrong,Wrong,Neither right nor wrong,Wrong,Neither right nor wrong,Right,Neither right nor wrong,Wrong,Neither right nor wrong,Right,Right,Right,Wrong,Neither right nor wrong,Wrong,Wrong,Right,Wrong,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me well,Universal - Describes me well,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1200,7.0900769,Eastern Marmara,Urban,Others,Lower middle,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,-.71155202,.42937866,.46612915,-.72088915,58.993465,43.81332,.64605272,.11231647,.029471181,.013871666,.19828795
290,Male,51,Primary school graduate,Under high school,Western Anatolia,Rural,Northeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Retired,Retired,2,1-2 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Right,Right,Neither right nor wrong,Neither right nor wrong,Right,Right,Absolutely right,Neither right nor wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Neither right nor wrong,Political - Describes me very well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me well,No opinion,Nationalist - Describes me well,Universal - Describes me well,Asian - Describes me very well,Hijab,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1850,7.5229411,Western Anatolia,Metropolitan,Others,Upper class,.37400001,.36899999,.396,.39500001,.36399999,.35699999,.38800001,.39300001,5.5275002,-.20479806,-.14334995,.60977048,-.4038437,61.642159,48.957283,.72901988,.071822166,.067323655,.0085235909,.12331068
291,Male,22,High school graduate,High school,Eastern Marmara,Others,Eastern Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Student,Working,3,3-5 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Right,Right,Absolutely Wrong,Wrong,Wrong,Right,Neither right nor wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,No opinion,No opinion,No opinion,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,No opinion,Bachelor man,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1500,7.3132205,Eastern Marmara,Urban,Others,Lower middle,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,-.5325017,-.65331304,-.87424451,-.45272291,34.277489,48.164234,.31207573,.26104122,.22044541,.012838906,.19359872
292,Male,40,High school graduate,High school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,Small retailer,Working,5,3-5 persons,Traditional conservative,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Affiliated,Not Affiliated,Not Affiliated,Affiliated,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Absolutely Wrong,Wrong,Wrong,Right,Wrong,Wrong,Absolutely Right,Absolutely right,Absolutely right,Absolutely right,Political - Describes me very well,Liberal - Describes me well,Left-winger - Describes me very well,Anti-authoritarian - Describes me very well,Anti-secular - Describes me well,No opinion,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,No opinion,Asian - Describes me very well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,1500,7.3132205,Southeastern Anatolia,Metropolitan,Others,Lower middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-1.715668,-.32920355,-.47303659,-1.6869012,41.67561,28.140074,.075261705,.021097155,.00047537716,.86530197,.03786381
293,Male,40,Illiterate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Primary school graduate,Under high school,Worker,Working,7,6-8 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Absolutely Wrong,Right,Absolutely Wrong,Absolutely Wrong,Right,Right,No opinion,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me very well,No opinion,No opinion,Pacifist - Describes me very well,No opinion,Nationalist - Describes me very well,No opinion,No opinion,Head scarf,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,,,Southeastern Anatolia,Urban,Others,,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.97523916,.0708583,.66872716,.82826936,62.729294,68.947937,,,,,
294,Male,28,University graduate,University,Eastern Marmara,Others,Central ANatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,Civil servant,Working,3,3-5 persons,Traditional conservative,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,No opinion,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,Universal - Describes me well,Asian - Describes me well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1800,7.495542,Eastern Marmara,Urban,Others,Lower middle,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,-1.1519729,.10142447,.35833466,-1.2703093,57.005775,34.899151,.39805481,.26735118,.10785081,.012646799,.21409641
295,Male,41,High school graduate,High school,Western Anatolia,Rural,Western Anatolia,Primary school graduate,Under high school,Literate w/out degree,Under high school,Small retailer,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Neither right nor wrong,Right,Neither right nor wrong,Wrong,Right,Right,Right,Wrong,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Wrong,Wrong,Wrong,Neither right nor wrong,Political - Describes me well,Conservative - Describes me well,No opinion,Authoritarian - Describes me well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me well,No opinion,Nationalist - Describes me very well,Local - Describes me very well,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,2000,7.6009026,Western Anatolia,Metropolitan,Others,New middle,.37400001,.36899999,.396,.39500001,.36399999,.35699999,.38800001,.39300001,5.5275002,-.16709599,-.2462603,.24423675,-.28075349,54.901855,50.954384,.55559629,.14135166,.13389105,.0072603603,.16190062
296,Male,19,High school graduate,High school,Southeastern Anatolia,Rural,Southeastern Anatolia,Primary school graduate,Under high school,Illiterate,Under high school,Small retailer,Working,8,6-8 persons,Religious conservative,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Absolutely Wrong,Wrong,Neither right nor wrong,Wrong,Wrong,Right,Absolutely right,Absolutely right,Wrong,Absolutely right,Wrong,Absolutely right,Neither right nor wrong,Absolutely Wrong,Absolutely Right,Absolutely right,Absolutely right,Absolutely right,Political - Describes me well,Conservative - Describes me well,Left-winger - Describes me very well,Anti-authoritarian - Describes me very well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me very well,No opinion,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Believer,1300,7.1701198,Southeastern Anatolia,Urban,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-1.7513657,-.095997535,.75041735,-1.9678631,64.235634,23.581553,.16813301,.016193707,.00086243241,.76782739,.046983447
297,Male,19,High school graduate,High school,Eastern Marmara,Others,Eastern Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Student,Working,1,1-2 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Affiliated,Affiliated,Affiliated,Not Affiliated,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Political - Describes me very well,No opinion,Left-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,No opinion,Bachelor man,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,1700,7.4383836,Eastern Marmara,Urban,Others,Upper class,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.59060544,-.9430604,-1.1232016,.67186964,29.686808,66.4104,.19891354,.33080679,.33779997,.012522099,.11995759
298,Male,23,High school graduate,High school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,Student,Working,4,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Affiliated,Affiliated,Not Affiliated,Not Affiliated,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Neither right nor wrong,Absolutely Wrong,Wrong,Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely right,Absolutely Wrong,Absolutely right,Absolutely Wrong,Absolutely Wrong,Absolutely Right,Absolutely right,Absolutely Wrong,Absolutely right,Political - Describes me well,No opinion,No opinion,Anti-authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,No opinion,Universal - Describes me very well,No opinion,Bachelor man,Other,Non-Kurdish,Sunni Muslim,Others,Religious,4000,8.2940493,Southeastern Anatolia,Metropolitan,Others,Upper class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-2.5009763,-1.0311072,-1.152575,-2.4730721,29.14518,15.384691,.13537504,.44688213,.049888361,.073163614,.29469085
299,Male,25,High school graduate,High school,Western Anatolia,Rural,Western Anatolia,Secondary school graduate,Under high school,Primary school graduate,Under high school,Small retailer,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Right,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Right,Right,Wrong,Wrong,Right,Wrong,Neither right nor wrong,Wrong,Right,Wrong,Wrong,Wrong,Neither right nor wrong,Political - Describes me well,No opinion,No opinion,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,No opinion,Nationalist - Describes me well,Local - Describes me very well,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1850,7.5229411,Western Anatolia,Metropolitan,Others,Lower middle,.37400001,.36899999,.396,.39500001,.36399999,.35699999,.38800001,.39300001,5.5275002,.48974288,-.42210859,.092079706,.36659864,52.096138,61.457474,.5310297,.095585823,.2480692,.0042662881,.12104902
300,Male,29,Primary school graduate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Primary school graduate,Under high school,Literate w/out degree,Under high school,Worker,Working,5,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Right,Right,Absolutely Wrong,Right,Absolutely Wrong,Absolutely Wrong,Right,Right,No opinion,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me very well,No opinion,No opinion,Pacifist - Describes me very well,No opinion,No opinion,No opinion,No opinion,Head scarf,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,,,Southeastern Anatolia,Urban,Others,,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.97523916,.0708583,.66872716,.82826936,62.729294,68.947937,,,,,
301,Male,25,University graduate,University,Eastern Marmara,Others,Eastern Marmara,High school graduate,High school,University graduate,University,Private sector,Working,2,1-2 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Affiliated,Not Affiliated,Not Affiliated,Affiliated,Neither right nor wrong,Right,Wrong,Right,Absolutely Wrong,Wrong,Wrong,Right,Wrong,Wrong,Neither right nor wrong,Right,Absolutely Wrong,Right,Absolutely Wrong,Neither right nor wrong,Absolutely Right,Absolutely right,Neither right nor wrong,Absolutely right,Apolitical - Describes me very well,No opinion,Left-winger - Describes me very well,No opinion,Secular - Describes me very well,No opinion,Pacifist - Describes me very well,Egalitarian - Describes me very well,No opinion,Universal - Describes me very well,No opinion,Bachelor man,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,1500,7.3132205,Eastern Marmara,Urban,Others,Lower middle,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.12663275,-1.4945425,-1.6641445,.17284738,19.712025,58.313919,.074733883,.58873791,.20699981,.012746813,.1167816
